DATE,ID,EMAIL_SENT,EMAIL_OPENED,IN_PERSON_MEETING,PHONE_ATTEMPT,PHONE_SUCCESS,WEBINAR,MAIL
09/01/2018,CG6E63JPB7,4,2,2,3,1,16,0
04/09/2018,CG6E63JPB7,0,32,4,1,1,47,1
08/17/2018,CG6E63JPB7,31,1,3,2,2,14,2
06/22/2018,CG6E63JPB7,31,7,4,1,2,37,2
09/16/2018,CG6E63JPB7,39,26,3,1,1,74,2
08/08/2018,CG6E63JPB7,11,19,2,1,2,57,1
05/27/2018,CG6E63JPB7,26,12,0,3,0,37,0
05/19/2018,CG6E63JPB7,26,2,4,0,2,68,2
12/11/2018,CG6E63JPB7,4,16,1,0,2,35,2
02/05/2018,CG6E63JPB7,32,19,1,3,1,23,0
02/14/2018,CG6E63JPB7,28,26,4,2,2,32,1
05/17/2018,CG6E63JPB7,31,22,3,0,0,5,0
06/24/2018,CG6E63JPB7,22,2,0,2,2,58,0
12/22/2018,CG6E63JPB7,1,26,3,1,1,4,2
03/03/2018,CG6E63JPB7,32,9,2,1,0,31,0
04/06/2018,CG6E63JPB7,34,1,3,1,2,41,1
05/01/2018,CG6E63JPB7,5,8,0,2,2,77,2
03/30/2018,CG6E63JPB7,25,19,1,0,2,52,1
02/27/2018,CG6E63JPB7,1,29,0,2,1,28,0
01/26/2018,CG6E63JPB7,8,31,0,2,1,15,1
04/20/2018,CG6E63JPB7,31,3,0,2,2,74,0
09/15/2018,CG6E63JPB7,38,23,0,1,0,43,1
02/22/2018,CG6E63JPB7,12,7,0,3,1,32,1
11/18/2018,CG6E63JPB7,39,13,3,1,2,57,0
11/13/2018,CG6E63JPB7,9,2,2,1,2,16,2
12/28/2018,CG6E63JPB7,15,29,4,0,0,0,2
03/23/2018,CG6E63JPB7,12,8,0,2,1,39,2
11/24/2018,CG6E63JPB7,31,2,2,0,2,34,0
05/27/2018,CG6E63JPB7,3,4,4,2,2,27,1
01/28/2018,CG6E63JPB7,39,31,2,0,0,11,0
11/06/2018,17PCTFAZUP,9,17,2,3,2,69,2
08/21/2018,17PCTFAZUP,1,26,1,1,1,37,1
06/25/2018,17PCTFAZUP,27,10,4,3,2,63,2
05/09/2018,17PCTFAZUP,10,11,4,2,1,44,2
01/30/2018,17PCTFAZUP,27,23,2,0,2,58,2
10/15/2018,17PCTFAZUP,20,30,1,1,2,19,2
05/09/2018,17PCTFAZUP,35,13,1,3,2,13,1
12/02/2018,17PCTFAZUP,2,15,3,1,2,56,0
01/07/2018,17PCTFAZUP,10,1,1,0,1,22,1
08/06/2018,17PCTFAZUP,23,29,2,3,1,70,2
04/14/2018,17PCTFAZUP,19,13,2,1,2,35,2
10/04/2018,17PCTFAZUP,23,10,1,1,0,16,2
09/28/2018,17PCTFAZUP,16,3,1,1,0,18,1
07/30/2018,17PCTFAZUP,4,10,0,3,2,60,0
11/30/2018,17PCTFAZUP,36,17,3,0,2,75,2
11/01/2018,17PCTFAZUP,16,30,3,2,1,60,2
11/18/2018,17PCTFAZUP,26,8,4,3,0,21,2
09/05/2018,17PCTFAZUP,22,0,1,1,2,72,2
08/05/2018,17PCTFAZUP,15,7,0,1,0,78,2
06/05/2018,17PCTFAZUP,6,19,1,2,1,25,1
06/08/2018,17PCTFAZUP,30,0,0,1,2,48,1
03/10/2018,17PCTFAZUP,22,15,0,3,0,56,2
08/13/2018,17PCTFAZUP,36,19,3,3,1,28,1
11/28/2018,17PCTFAZUP,6,29,2,3,0,55,1
08/15/2018,17PCTFAZUP,12,7,1,3,0,54,0
03/17/2018,17PCTFAZUP,16,19,4,3,0,17,2
01/27/2018,17PCTFAZUP,0,20,1,0,1,53,1
11/11/2018,17PCTFAZUP,19,12,1,3,1,37,1
06/27/2018,17PCTFAZUP,9,29,2,1,0,36,0
12/06/2018,17PCTFAZUP,36,24,2,0,0,21,0
07/07/2018,17PCTFAZUP,28,7,3,2,2,63,1
12/10/2018,17PCTFAZUP,21,23,0,2,2,41,1
05/12/2018,17PCTFAZUP,26,23,2,0,1,49,0
08/05/2018,17PCTFAZUP,6,19,1,1,1,28,1
06/18/2018,17PCTFAZUP,17,3,2,3,0,47,0
11/30/2018,17PCTFAZUP,19,16,1,0,2,41,1
07/28/2018,17PCTFAZUP,13,6,2,0,0,59,1
12/02/2018,17PCTFAZUP,23,23,4,0,0,6,0
10/16/2018,17PCTFAZUP,22,32,3,1,0,72,1
09/25/2018,17PCTFAZUP,27,15,2,2,0,24,0
11/14/2018,17PCTFAZUP,36,5,4,2,0,10,1
03/10/2018,17PCTFAZUP,19,22,2,0,2,46,2
06/26/2018,17PCTFAZUP,10,7,4,2,1,30,0
02/14/2018,17PCTFAZUP,1,5,2,1,1,69,1
12/04/2018,17PCTFAZUP,30,8,0,3,1,69,0
05/05/2018,17PCTFAZUP,14,7,1,1,0,34,0
02/23/2018,17PCTFAZUP,32,28,2,0,0,37,2
01/28/2018,17PCTFAZUP,15,26,3,3,2,57,1
02/10/2018,17PCTFAZUP,15,22,0,0,2,23,2
06/18/2018,17PCTFAZUP,16,14,3,1,2,19,1
07/26/2018,17PCTFAZUP,11,26,1,2,2,36,2
09/10/2018,17PCTFAZUP,33,31,4,2,2,41,0
02/13/2018,17PCTFAZUP,15,21,3,2,0,37,0
03/21/2018,17PCTFAZUP,17,28,2,2,1,61,2
01/07/2018,17PCTFAZUP,17,25,0,2,0,62,0
12/17/2018,17PCTFAZUP,6,12,0,0,1,27,0
02/04/2018,17PCTFAZUP,12,9,0,3,2,67,1
08/25/2018,17PCTFAZUP,18,26,0,3,0,37,0
01/30/2018,17PCTFAZUP,21,21,2,0,1,78,0
09/21/2018,9QWF3LA00H,23,8,3,0,0,38,2
09/28/2018,9QWF3LA00H,29,22,1,2,0,21,0
08/07/2018,9QWF3LA00H,34,31,1,0,1,21,2
07/08/2018,9QWF3LA00H,17,22,0,1,1,59,1
05/05/2018,9QWF3LA00H,16,14,2,3,2,77,1
05/31/2018,9QWF3LA00H,31,0,2,0,2,18,1
02/10/2018,9QWF3LA00H,10,32,3,3,1,34,1
03/15/2018,9QWF3LA00H,12,19,2,2,0,60,2
11/04/2018,9QWF3LA00H,27,20,3,1,0,2,0
04/03/2018,9QWF3LA00H,9,7,3,0,2,75,1
12/09/2018,9QWF3LA00H,22,22,1,0,2,5,2
10/13/2018,9QWF3LA00H,18,27,2,3,2,76,2
06/23/2018,9QWF3LA00H,2,6,4,1,2,52,1
12/31/2018,9QWF3LA00H,20,27,4,1,2,12,1
10/26/2018,9QWF3LA00H,21,26,2,0,1,34,2
11/26/2018,9QWF3LA00H,16,16,2,2,1,17,1
12/22/2018,9QWF3LA00H,5,25,3,0,0,70,1
09/12/2018,9QWF3LA00H,4,12,0,3,1,23,1
07/30/2018,9QWF3LA00H,10,32,0,0,0,37,0
07/04/2018,9QWF3LA00H,29,28,3,2,1,28,1
11/25/2018,9QWF3LA00H,18,22,1,3,2,63,0
04/24/2018,9QWF3LA00H,0,14,1,0,2,22,0
08/05/2018,9QWF3LA00H,34,31,3,0,0,44,0
10/10/2018,9QWF3LA00H,7,18,0,2,2,59,2
08/04/2018,9QWF3LA00H,37,21,1,3,2,33,1
11/22/2018,9QWF3LA00H,18,31,4,1,2,1,1
04/03/2018,9QWF3LA00H,34,8,1,0,2,24,0
06/27/2018,9QWF3LA00H,34,22,0,1,0,5,0
06/28/2018,9QWF3LA00H,36,21,0,3,0,37,2
03/14/2018,9QWF3LA00H,11,17,2,3,2,52,0
03/01/2018,9QWF3LA00H,15,2,1,1,2,46,0
02/24/2018,9QWF3LA00H,36,0,3,2,2,5,2
08/05/2018,9QWF3LA00H,27,21,4,3,0,72,0
03/16/2018,9QWF3LA00H,23,11,3,3,0,57,2
06/30/2018,FAMB7AU0KM,21,12,3,1,2,52,2
08/07/2018,FAMB7AU0KM,19,20,2,2,2,30,0
12/16/2018,FAMB7AU0KM,38,24,1,0,1,21,1
06/18/2018,FAMB7AU0KM,20,2,4,1,0,47,2
08/11/2018,FAMB7AU0KM,3,15,3,0,0,62,0
01/06/2018,FAMB7AU0KM,25,8,1,2,1,49,2
02/11/2018,FAMB7AU0KM,5,11,2,2,2,70,1
10/29/2018,FAMB7AU0KM,18,9,0,0,2,16,0
07/26/2018,FAMB7AU0KM,31,2,1,2,0,48,0
11/17/2018,FAMB7AU0KM,9,6,2,0,2,10,2
05/03/2018,FAMB7AU0KM,6,31,2,1,0,39,1
08/07/2018,FAMB7AU0KM,20,24,2,3,1,11,2
06/11/2018,FAMB7AU0KM,19,3,2,3,2,63,1
01/01/2018,FAMB7AU0KM,39,31,3,0,1,60,2
07/23/2018,FAMB7AU0KM,19,8,4,2,1,56,0
12/14/2018,FAMB7AU0KM,32,31,0,2,2,40,2
12/17/2018,FAMB7AU0KM,35,0,0,0,1,34,0
11/29/2018,FAMB7AU0KM,26,12,2,1,2,66,0
04/18/2018,FAMB7AU0KM,11,4,4,2,2,30,2
02/20/2018,FAMB7AU0KM,17,7,2,2,2,44,0
04/08/2018,FAMB7AU0KM,35,28,1,1,2,23,0
07/17/2018,FAMB7AU0KM,17,3,4,3,2,51,0
09/16/2018,FAMB7AU0KM,30,14,2,1,0,25,0
05/29/2018,FAMB7AU0KM,33,17,0,1,2,2,0
09/12/2018,FAMB7AU0KM,37,23,2,2,1,55,1
03/19/2018,FAMB7AU0KM,34,1,0,3,0,22,2
09/04/2018,FAMB7AU0KM,8,6,3,3,0,0,1
04/17/2018,FAMB7AU0KM,4,2,1,2,0,15,1
09/12/2018,FAMB7AU0KM,18,29,0,2,0,18,0
12/25/2018,FAMB7AU0KM,17,23,0,3,2,26,1
03/10/2018,FAMB7AU0KM,38,10,1,0,1,71,1
01/17/2018,FAMB7AU0KM,19,5,3,1,2,19,0
02/14/2018,FAMB7AU0KM,35,8,1,2,0,48,2
06/11/2018,FAMB7AU0KM,24,33,0,0,1,45,0
11/20/2018,FAMB7AU0KM,35,13,4,3,2,49,1
07/07/2018,FAMB7AU0KM,19,13,1,0,2,57,2
08/04/2018,FAMB7AU0KM,10,16,4,3,1,63,2
06/01/2018,FAMB7AU0KM,10,29,3,2,2,21,0
01/24/2018,FAMB7AU0KM,2,32,0,0,0,18,0
01/12/2018,FAMB7AU0KM,17,0,2,2,2,15,1
09/17/2018,FAMB7AU0KM,39,11,1,2,1,42,1
10/01/2018,FAMB7AU0KM,6,29,2,2,0,5,1
03/20/2018,FAMB7AU0KM,5,33,2,1,0,55,1
12/02/2018,FAMB7AU0KM,37,13,4,0,2,39,0
02/07/2018,FAMB7AU0KM,29,24,1,2,1,66,2
03/29/2018,FAMB7AU0KM,19,5,1,0,2,50,0
04/14/2018,FAMB7AU0KM,35,2,2,2,1,51,2
03/23/2018,FAMB7AU0KM,8,3,0,3,0,49,0
10/21/2018,FAMB7AU0KM,25,7,4,3,2,40,0
01/29/2018,FAMB7AU0KM,32,27,0,2,0,47,1
12/15/2018,FAMB7AU0KM,0,10,3,1,1,55,0
03/31/2018,FAMB7AU0KM,12,22,4,2,2,54,1
03/11/2018,FAMB7AU0KM,10,30,0,2,2,40,2
05/07/2018,FAMB7AU0KM,19,20,3,2,0,16,0
04/25/2018,FAMB7AU0KM,15,15,1,2,0,30,1
08/26/2018,FAMB7AU0KM,15,2,0,2,0,75,2
03/22/2018,FAMB7AU0KM,6,13,0,2,0,43,2
05/30/2018,FAMB7AU0KM,3,13,3,3,2,14,1
11/30/2018,FAMB7AU0KM,31,14,1,3,0,50,1
05/01/2018,FAMB7AU0KM,17,12,2,1,2,47,1
10/16/2018,FAMB7AU0KM,35,19,1,0,1,61,0
04/29/2018,FAMB7AU0KM,35,3,2,2,1,60,1
03/24/2018,FAMB7AU0KM,25,33,3,2,2,38,1
12/25/2018,FAMB7AU0KM,36,0,2,2,2,33,0
03/19/2018,FAMB7AU0KM,3,33,4,2,2,3,0
04/13/2018,FAMB7AU0KM,17,13,0,3,2,38,2
07/17/2018,FAMB7AU0KM,36,14,4,1,0,43,2
07/09/2018,FAMB7AU0KM,3,32,2,0,2,24,0
05/19/2018,FAMB7AU0KM,6,18,4,0,2,8,2
07/01/2018,FAMB7AU0KM,12,7,1,3,1,55,1
08/31/2018,FAMB7AU0KM,0,17,2,1,0,0,1
06/24/2018,FAMB7AU0KM,37,26,3,2,0,22,1
03/18/2018,FAMB7AU0KM,26,25,2,1,2,16,1
12/20/2018,FAMB7AU0KM,4,23,2,0,0,63,2
09/13/2018,FAMB7AU0KM,30,8,0,2,1,78,0
07/04/2018,FAMB7AU0KM,39,29,3,3,0,64,1
08/04/2018,FAMB7AU0KM,22,27,4,0,1,19,2
11/17/2018,FAMB7AU0KM,29,6,4,2,0,41,0
06/22/2018,FAMB7AU0KM,22,1,0,1,2,7,0
04/14/2018,FAMB7AU0KM,3,21,1,2,1,16,1
03/26/2018,FAMB7AU0KM,2,29,2,0,1,35,0
03/27/2018,FAMB7AU0KM,31,7,3,3,2,37,0
09/28/2018,FAMB7AU0KM,6,9,3,3,2,1,0
01/10/2018,FAMB7AU0KM,13,33,3,2,1,68,2
08/31/2018,FAMB7AU0KM,11,19,3,2,1,45,0
04/01/2018,FAMB7AU0KM,11,31,2,0,0,54,0
10/29/2018,FAMB7AU0KM,5,7,0,1,1,71,1
08/08/2018,FAMB7AU0KM,21,33,3,3,2,58,0
12/04/2018,FAMB7AU0KM,27,3,3,3,0,0,2
08/07/2018,FAMB7AU0KM,15,28,4,1,2,36,0
11/13/2018,FAMB7AU0KM,23,17,1,0,1,61,1
11/26/2018,FAMB7AU0KM,5,26,2,0,2,29,2
09/21/2018,FAMB7AU0KM,16,27,2,0,0,37,1
03/29/2018,FAMB7AU0KM,3,15,3,0,0,57,0
04/23/2018,13Y2YC97H6,10,2,4,3,1,12,1
01/23/2018,13Y2YC97H6,6,29,3,3,1,21,2
09/16/2018,13Y2YC97H6,32,29,2,1,1,67,1
03/02/2018,13Y2YC97H6,22,4,4,0,0,0,2
09/24/2018,13Y2YC97H6,24,2,4,2,1,7,1
01/25/2018,13Y2YC97H6,2,13,2,1,2,61,0
10/27/2018,13Y2YC97H6,5,11,4,3,2,19,0
09/27/2018,13Y2YC97H6,0,28,4,1,2,72,2
09/08/2018,13Y2YC97H6,34,29,3,2,2,76,1
12/13/2018,13Y2YC97H6,4,23,1,0,1,60,1
10/10/2018,13Y2YC97H6,13,23,4,0,2,74,2
04/20/2018,13Y2YC97H6,18,25,4,2,1,34,1
10/28/2018,13Y2YC97H6,22,9,0,0,1,22,1
06/28/2018,13Y2YC97H6,3,11,2,1,1,5,2
01/14/2018,13Y2YC97H6,2,32,0,3,1,48,0
01/01/2018,13Y2YC97H6,3,7,1,3,0,9,0
04/10/2018,13Y2YC97H6,30,20,3,3,0,52,0
10/03/2018,13Y2YC97H6,26,17,4,0,0,17,2
10/31/2018,13Y2YC97H6,15,27,4,1,0,48,0
09/10/2018,13Y2YC97H6,21,20,2,3,2,18,2
04/03/2018,13Y2YC97H6,23,32,2,1,2,42,0
02/04/2018,13Y2YC97H6,15,16,3,1,2,60,1
09/10/2018,13Y2YC97H6,37,18,0,0,1,43,0
07/24/2018,13Y2YC97H6,4,33,3,0,2,74,1
08/30/2018,13Y2YC97H6,32,16,3,0,0,27,0
09/11/2018,13Y2YC97H6,13,28,4,1,0,73,0
06/26/2018,13Y2YC97H6,36,23,3,3,0,31,2
05/17/2018,13Y2YC97H6,22,0,4,1,2,65,2
12/02/2018,13Y2YC97H6,26,27,1,0,2,14,0
12/09/2018,13Y2YC97H6,31,17,4,2,2,69,0
10/02/2018,13Y2YC97H6,12,16,0,1,1,59,2
06/16/2018,13Y2YC97H6,38,0,3,2,0,14,1
07/14/2018,13Y2YC97H6,6,11,1,1,0,59,2
07/05/2018,13Y2YC97H6,6,10,3,2,2,65,0
07/23/2018,AM03D1XUAP,28,13,4,0,2,13,0
01/17/2018,AM03D1XUAP,22,15,0,2,2,50,2
04/22/2018,AM03D1XUAP,30,33,2,0,1,27,1
06/20/2018,AM03D1XUAP,13,32,3,0,1,7,0
10/22/2018,AM03D1XUAP,13,24,1,1,0,1,0
02/17/2018,AM03D1XUAP,23,9,2,3,1,62,0
06/25/2018,AM03D1XUAP,32,16,1,2,2,47,2
05/27/2018,AM03D1XUAP,9,28,3,0,1,63,0
11/30/2018,AM03D1XUAP,33,24,3,1,2,44,1
10/24/2018,AM03D1XUAP,11,15,0,3,2,37,1
09/07/2018,AM03D1XUAP,6,10,1,1,2,60,1
12/28/2018,AM03D1XUAP,38,32,1,0,1,0,0
11/12/2018,AM03D1XUAP,22,16,2,2,1,46,0
05/18/2018,AM03D1XUAP,22,14,3,3,1,47,0
04/19/2018,AM03D1XUAP,34,6,0,3,0,22,1
10/12/2018,AM03D1XUAP,4,31,3,0,1,52,2
05/01/2018,AM03D1XUAP,22,7,3,2,2,8,0
05/09/2018,AM03D1XUAP,14,33,0,3,0,67,1
05/29/2018,AM03D1XUAP,35,1,2,2,0,45,1
08/14/2018,AM03D1XUAP,13,9,2,0,2,9,2
07/17/2018,AM03D1XUAP,10,11,4,0,0,28,0
08/22/2018,AM03D1XUAP,35,25,4,1,1,10,0
12/21/2018,AM03D1XUAP,19,2,4,0,2,27,0
07/12/2018,AM03D1XUAP,20,28,4,2,0,75,0
06/07/2018,AM03D1XUAP,39,10,0,2,0,74,1
04/02/2018,AM03D1XUAP,18,1,0,3,0,69,2
12/12/2018,AM03D1XUAP,3,27,4,0,0,45,2
04/29/2018,N0UGYR5O8A,21,2,0,0,2,58,0
09/14/2018,N0UGYR5O8A,12,3,4,2,2,32,1
12/18/2018,N0UGYR5O8A,38,7,4,1,1,7,0
02/16/2018,N0UGYR5O8A,7,10,1,3,2,52,2
04/27/2018,N0UGYR5O8A,31,1,2,1,2,31,0
03/05/2018,N0UGYR5O8A,36,0,2,2,0,51,0
03/19/2018,N0UGYR5O8A,2,26,4,3,2,7,2
01/12/2018,N0UGYR5O8A,27,19,3,0,2,36,1
06/13/2018,N0UGYR5O8A,7,24,4,0,0,45,0
01/07/2018,N0UGYR5O8A,13,2,4,3,1,2,0
04/08/2018,N0UGYR5O8A,38,11,0,3,2,23,2
09/22/2018,N0UGYR5O8A,9,8,3,0,1,69,0
07/28/2018,N0UGYR5O8A,9,23,0,0,2,38,0
03/22/2018,N0UGYR5O8A,39,24,0,2,1,60,1
09/21/2018,N0UGYR5O8A,22,21,2,0,1,20,2
07/06/2018,N0UGYR5O8A,10,28,4,0,0,10,1
03/28/2018,N0UGYR5O8A,5,1,2,2,0,46,2
11/08/2018,N0UGYR5O8A,36,26,1,3,2,57,1
05/09/2018,N0UGYR5O8A,21,32,1,0,1,41,2
06/27/2018,N0UGYR5O8A,29,27,0,3,0,20,1
10/01/2018,N0UGYR5O8A,14,14,0,0,0,50,0
10/01/2018,N0UGYR5O8A,27,2,0,3,0,59,1
10/27/2018,N0UGYR5O8A,23,13,1,1,2,35,1
08/14/2018,N0UGYR5O8A,38,25,1,0,1,21,2
01/07/2018,N0UGYR5O8A,33,26,4,1,1,11,1
07/29/2018,N0UGYR5O8A,35,28,1,0,0,65,2
08/21/2018,N0UGYR5O8A,3,31,3,3,0,38,1
07/22/2018,N0UGYR5O8A,23,9,2,0,1,43,0
07/05/2018,N0UGYR5O8A,26,32,0,3,0,33,2
02/09/2018,N0UGYR5O8A,29,13,0,1,1,42,0
07/28/2018,N0UGYR5O8A,12,28,4,3,0,54,2
10/19/2018,N0UGYR5O8A,33,30,2,1,0,58,1
04/07/2018,N0UGYR5O8A,36,33,2,3,2,27,0
03/10/2018,N0UGYR5O8A,9,32,0,3,0,11,1
02/20/2018,N0UGYR5O8A,24,33,2,1,0,19,1
11/30/2018,N0UGYR5O8A,39,14,4,0,0,0,2
03/25/2018,N0UGYR5O8A,24,10,4,1,2,40,1
11/08/2018,N0UGYR5O8A,31,8,2,1,2,54,0
05/22/2018,N0UGYR5O8A,27,0,1,3,2,11,0
06/09/2018,N0UGYR5O8A,23,16,2,2,1,72,1
12/29/2018,N0UGYR5O8A,0,30,2,0,0,12,0
07/27/2018,N0UGYR5O8A,30,16,2,2,2,47,0
11/16/2018,N0UGYR5O8A,6,10,4,2,2,14,1
10/01/2018,N0UGYR5O8A,26,1,1,1,0,73,0
11/18/2018,N0UGYR5O8A,37,21,0,3,1,23,0
02/10/2018,N0UGYR5O8A,37,21,2,3,1,1,2
04/10/2018,N0UGYR5O8A,1,2,4,2,1,2,1
04/03/2018,N0UGYR5O8A,25,22,4,0,0,38,0
01/11/2018,N0UGYR5O8A,26,3,3,3,2,15,1
08/08/2018,N0UGYR5O8A,28,5,1,2,2,1,2
07/05/2018,N0UGYR5O8A,11,21,0,2,2,48,2
09/09/2018,N0UGYR5O8A,2,13,4,1,2,72,1
06/19/2018,N0UGYR5O8A,32,16,3,3,2,72,0
04/24/2018,N0UGYR5O8A,4,16,4,1,1,36,1
11/18/2018,N0UGYR5O8A,5,19,4,0,2,15,2
04/09/2018,N0UGYR5O8A,12,28,1,2,2,32,0
01/04/2018,N0UGYR5O8A,14,28,4,2,2,50,0
06/23/2018,N0UGYR5O8A,23,23,3,2,0,59,0
08/18/2018,N0UGYR5O8A,8,31,0,3,0,60,1
01/19/2018,N0UGYR5O8A,39,0,0,3,1,24,0
01/08/2018,N0UGYR5O8A,6,33,0,0,1,19,2
05/25/2018,N0UGYR5O8A,10,13,4,2,1,54,2
11/04/2018,N0UGYR5O8A,21,2,0,0,2,15,1
08/11/2018,N0UGYR5O8A,17,9,1,2,0,30,0
03/21/2018,N0UGYR5O8A,6,1,0,3,2,37,2
09/14/2018,N0UGYR5O8A,31,27,4,2,2,39,1
01/12/2018,N0UGYR5O8A,9,5,4,1,1,58,1
10/25/2018,N0UGYR5O8A,27,24,2,1,1,78,0
08/15/2018,N0UGYR5O8A,37,12,3,3,2,35,0
12/23/2018,N0UGYR5O8A,9,7,2,2,2,58,0
07/05/2018,N0UGYR5O8A,18,27,1,0,2,47,2
08/10/2018,N0UGYR5O8A,8,20,1,2,0,73,1
05/28/2018,N0UGYR5O8A,29,21,3,1,1,68,1
07/09/2018,N0UGYR5O8A,14,32,2,2,2,9,0
06/12/2018,N0UGYR5O8A,33,9,0,3,0,32,2
12/05/2018,N0UGYR5O8A,3,0,0,1,1,17,1
04/23/2018,N0UGYR5O8A,39,23,2,1,2,16,1
12/07/2018,N0UGYR5O8A,33,20,1,0,0,63,2
10/31/2018,N0UGYR5O8A,9,9,3,0,2,17,2
05/31/2018,N0UGYR5O8A,24,22,1,2,2,72,1
01/25/2018,N0UGYR5O8A,28,21,2,0,2,73,0
04/01/2018,RG0G1D96G3,10,12,0,3,1,56,1
07/18/2018,RG0G1D96G3,3,10,2,0,0,48,2
01/25/2018,RG0G1D96G3,31,29,0,3,0,70,0
07/29/2018,RG0G1D96G3,20,23,2,1,2,33,1
09/29/2018,RG0G1D96G3,29,12,2,2,0,6,1
10/11/2018,RG0G1D96G3,37,10,3,3,2,38,1
07/17/2018,RG0G1D96G3,18,23,3,0,1,66,0
03/22/2018,RG0G1D96G3,8,29,4,1,1,7,1
03/08/2018,RG0G1D96G3,20,20,0,3,2,25,2
09/20/2018,RG0G1D96G3,20,22,2,2,1,63,1
01/16/2018,RG0G1D96G3,1,32,2,1,1,73,1
02/27/2018,RG0G1D96G3,8,25,1,2,1,34,0
06/18/2018,RG0G1D96G3,25,13,1,3,0,49,0
01/25/2018,RG0G1D96G3,1,12,1,2,0,22,2
12/12/2018,RG0G1D96G3,5,18,0,1,1,23,2
01/13/2018,RG0G1D96G3,3,4,1,2,0,53,1
01/04/2018,RG0G1D96G3,18,21,2,0,0,63,0
10/29/2018,RG0G1D96G3,17,26,0,2,2,74,1
04/23/2018,RG0G1D96G3,37,2,0,0,0,67,0
02/23/2018,RG0G1D96G3,9,21,2,0,0,38,0
07/17/2018,RG0G1D96G3,22,23,4,3,0,69,0
11/20/2018,RG0G1D96G3,20,27,4,0,1,61,1
01/10/2018,RG0G1D96G3,16,11,1,3,0,8,0
06/14/2018,RG0G1D96G3,39,12,0,0,1,54,1
10/31/2018,RG0G1D96G3,9,21,3,3,1,0,2
02/24/2018,RG0G1D96G3,24,23,3,0,1,20,1
06/26/2018,RG0G1D96G3,4,23,2,1,2,73,0
01/24/2018,RG0G1D96G3,20,21,3,1,1,1,2
06/23/2018,RG0G1D96G3,14,3,3,2,0,56,2
10/31/2018,RG0G1D96G3,0,30,1,1,0,3,0
01/01/2018,RG0G1D96G3,26,29,4,3,1,60,0
04/21/2018,RG0G1D96G3,4,25,2,1,0,50,2
04/07/2018,RG0G1D96G3,31,32,3,2,0,65,2
09/14/2018,RG0G1D96G3,33,9,3,0,0,52,2
05/01/2018,RG0G1D96G3,5,13,2,1,2,73,2
09/07/2018,RG0G1D96G3,26,1,3,3,1,12,0
05/27/2018,RG0G1D96G3,0,6,4,2,2,76,0
07/08/2018,RG0G1D96G3,35,22,1,2,1,23,2
06/03/2018,RG0G1D96G3,2,18,4,3,1,34,0
10/20/2018,RG0G1D96G3,27,16,2,2,1,53,0
05/18/2018,RG0G1D96G3,24,17,3,2,0,30,0
12/19/2018,RG0G1D96G3,8,17,4,2,0,7,0
08/05/2018,RG0G1D96G3,11,6,1,0,0,54,2
03/20/2018,RG0G1D96G3,23,12,0,2,2,6,2
08/26/2018,RG0G1D96G3,37,30,1,2,2,19,1
01/29/2018,RG0G1D96G3,27,17,4,0,2,14,0
04/15/2018,RG0G1D96G3,36,3,2,0,1,0,2
02/23/2018,RG0G1D96G3,1,19,2,2,0,53,1
11/10/2018,RG0G1D96G3,37,7,2,1,0,42,0
03/16/2018,RG0G1D96G3,34,11,3,1,1,68,1
02/11/2018,RG0G1D96G3,37,11,1,3,0,75,2
04/07/2018,RG0G1D96G3,12,9,0,2,2,64,1
04/27/2018,RG0G1D96G3,36,5,0,2,2,60,1
01/12/2018,RG0G1D96G3,2,24,4,3,2,27,2
06/27/2018,RG0G1D96G3,27,8,2,0,0,65,0
07/28/2018,RG0G1D96G3,8,29,3,1,0,73,2
10/20/2018,RG0G1D96G3,10,16,4,3,2,51,0
03/18/2018,RG0G1D96G3,18,33,1,0,1,12,2
12/11/2018,RG0G1D96G3,0,8,2,0,0,38,2
12/30/2018,RG0G1D96G3,9,29,1,0,1,57,0
06/14/2018,RG0G1D96G3,9,18,0,3,0,34,2
10/04/2018,RG0G1D96G3,22,17,2,1,1,49,2
12/24/2018,RG0G1D96G3,19,10,2,2,2,16,1
02/08/2018,RG0G1D96G3,30,19,2,0,0,33,1
11/01/2018,RG0G1D96G3,23,2,2,1,2,74,1
10/23/2018,RG0G1D96G3,22,17,3,2,1,72,2
04/26/2018,RG0G1D96G3,10,31,1,1,1,74,2
10/25/2018,RG0G1D96G3,2,1,2,0,0,74,2
05/15/2018,RG0G1D96G3,17,33,0,2,0,7,1
01/17/2018,RG0G1D96G3,23,30,1,2,1,75,0
07/06/2018,RG0G1D96G3,30,29,1,3,2,32,1
11/06/2018,RG0G1D96G3,36,12,3,2,2,47,2
10/23/2018,RG0G1D96G3,31,3,2,3,1,49,1
01/16/2018,RG0G1D96G3,10,11,3,1,2,62,1
11/12/2018,RG0G1D96G3,39,24,0,2,2,79,0
07/27/2018,RG0G1D96G3,31,10,2,0,2,29,1
06/01/2018,RG0G1D96G3,11,23,2,2,1,3,1
11/21/2018,RG0G1D96G3,12,11,4,0,2,37,2
10/29/2018,RG0G1D96G3,36,14,0,0,1,19,1
04/13/2018,RG0G1D96G3,24,13,2,2,2,62,1
01/22/2018,RG0G1D96G3,6,18,3,3,2,75,0
10/25/2018,RG0G1D96G3,12,12,3,2,0,71,2
01/17/2018,RG0G1D96G3,37,16,4,3,2,72,0
07/27/2018,RG0G1D96G3,18,27,0,1,1,24,1
